NACA 4415
 1.00000     0.00157
 0.98890     0.00497
 0.96915     0.01089
 0.94597     0.01763
 0.92028     0.02482
 0.89312     0.03214
 0.86521     0.03936
 0.83691     0.04636
 0.80841     0.05309
 0.77979     0.05953
 0.75110     0.06566
 0.72236     0.07149
 0.69359     0.07700
 0.66481     0.08218
 0.63603     0.08702
 0.60727     0.09152
 0.57854     0.09566
 0.54986     0.09942
 0.52125     0.10280
 0.49275     0.10578
 0.46438     0.10834
 0.43623     0.11046
 0.40840     0.11213
 0.38123     0.11325
 0.35456     0.11372
 0.32823     0.11351
 0.30221     0.11263
 0.27653     0.11105
 0.25122     0.10877
 0.22637     0.10578
 0.20208     0.10207
 0.17849     0.09768
 0.15581     0.09262
 0.13430     0.08700
 0.11430     0.08093
 0.09613     0.07462
 0.08005     0.06826
 0.06614     0.06206
 0.05430     0.05613
 0.04431     0.05056
 0.03591     0.04533
 0.02883     0.04043
 0.02285     0.03580
 0.01779     0.03141
 0.01351     0.02722
 0.00992     0.02318
 0.00694     0.01925
 0.00452     0.01543
 0.00263     0.01169
 0.00125     0.00802
 0.00039     0.00445
 0.00002     0.00104
 0.00011    -0.00231
 0.00071    -0.00571
 0.00190    -0.00914
 0.00372    -0.01248
 0.00616    -0.01567
 0.00923    -0.01867
 0.01289    -0.02148
 0.01717    -0.02412
 0.02211    -0.02659
 0.02779    -0.02893
 0.03433    -0.03114
 0.04191    -0.03323
 0.05077    -0.03521
 0.06121    -0.03706
 0.07364    -0.03875
 0.08848    -0.04021
 0.10610    -0.04138
 0.12669    -0.04214
 0.15008    -0.04244
 0.17582    -0.04225
 0.20334    -0.04162
 0.23217    -0.04063
 0.26194    -0.03936
 0.29239    -0.03790
 0.32330    -0.03634
 0.35439    -0.03476
 0.38544    -0.03323
 0.41640    -0.03175
 0.44726    -0.03018
 0.47827    -0.02850
 0.50941    -0.02675
 0.54069    -0.02495
 0.57206    -0.02312
 0.60345    -0.02129
 0.63481    -0.01947
 0.66611    -0.01769
 0.69736    -0.01594
 0.72857    -0.01425
 0.75975    -0.01261
 0.79091    -0.01102
 0.82201    -0.00949
 0.85300    -0.00802
 0.88369    -0.00661
 0.91364    -0.00527
 0.94192    -0.00404
 0.96719    -0.00296
 0.98833    -0.00207
 1.00000    -0.00157
