NACA 0006
 1.00000     0.00063
 0.98984     0.00134
 0.96863     0.00279
 0.94674     0.00425
 0.92480     0.00567
 0.90283     0.00706
 0.88086     0.00842
 0.85889     0.00974
 0.83692     0.01103
 0.81494     0.01228
 0.79297     0.01350
 0.77099     0.01469
 0.74900     0.01585
 0.72702     0.01698
 0.70504     0.01807
 0.68305     0.01913
 0.66107     0.02016
 0.63908     0.02115
 0.61710     0.02210
 0.59512     0.02302
 0.57314     0.02389
 0.55116     0.02472
 0.52918     0.02550
 0.50720     0.02624
 0.48523     0.02692
 0.46326     0.02755
 0.44129     0.02812
 0.41933     0.02863
 0.39738     0.02906
 0.37543     0.02943
 0.35349     0.02971
 0.33156     0.02990
 0.30964     0.03000
 0.28773     0.02999
 0.26583     0.02987
 0.24396     0.02962
 0.22211     0.02924
 0.20028     0.02870
 0.17850     0.02798
 0.15676     0.02706
 0.13508     0.02591
 0.11349     0.02448
 0.09204     0.02271
 0.07081     0.02053
 0.05000     0.01777
 0.03024     0.01425
 0.01438     0.01011
 0.00582     0.00657
 0.00185     0.00377
 0.00019     0.00119
 0.00019    -0.00119
 0.00185    -0.00377
 0.00582    -0.00657
 0.01438    -0.01011
 0.03024    -0.01425
 0.05000    -0.01777
 0.07081    -0.02053
 0.09204    -0.02271
 0.11349    -0.02448
 0.13508    -0.02591
 0.15676    -0.02706
 0.17850    -0.02798
 0.20028    -0.02870
 0.22211    -0.02924
 0.24396    -0.02962
 0.26583    -0.02987
 0.28773    -0.02999
 0.30964    -0.03000
 0.33156    -0.02990
 0.35349    -0.02971
 0.37543    -0.02943
 0.39738    -0.02906
 0.41933    -0.02863
 0.44129    -0.02812
 0.46326    -0.02755
 0.48523    -0.02692
 0.50720    -0.02624
 0.52918    -0.02550
 0.55116    -0.02472
 0.57314    -0.02389
 0.59512    -0.02302
 0.61710    -0.02210
 0.63908    -0.02115
 0.66107    -0.02016
 0.68305    -0.01913
 0.70504    -0.01807
 0.72702    -0.01698
 0.74900    -0.01585
 0.77099    -0.01469
 0.79297    -0.01350
 0.81494    -0.01228
 0.83692    -0.01103
 0.85889    -0.00974
 0.88086    -0.00842
 0.90283    -0.00706
 0.92480    -0.00567
 0.94674    -0.00425
 0.96863    -0.00279
 0.98984    -0.00134
 1.00000    -0.00063
